event,duration,transition,velocity
37,0.4979166666666667 (~1/2),2.0 (~9/8),96 (f)
62,0.4979166666666667 (~1/2),1.0 (1),96 (f)
78,1.9979166666666663 (~9/8),2.0 (~9/8),96 (f)
65,1.9979166666666663 (~9/8),2.0 (~9/8),49 (ppp)
64,0.1708333333333333 (~3/16),0.17291666666666666 (~3/16),49 (ppp)
67,0.78125 (~3/4),0.8270833333333333 (~7/8),49 (ppp)
87,0.4979166666666667 (~1/2),2.0 (~9/8),96 (f)
70,0.4979166666666667 (~1/2),1.0 (1),96 (f)
50,0.4979166666666667 (~1/2),1.0 (1),96 (f)
72,0.4979166666666667 (~1/2),2.0 (~9/8),96 (f)
90,0.9979166666666668 (~1),2.0 (~9/8),127 (ffff)
67,0.4979166666666667 (~1/2),1.0 (1),96 (f)
81,1.9979166666666663 (~9/8),2.0 (~9/8),96 (f)
68,2.1687499999999997 (~9/8),2.1729166666666666 (~9/8),49 (ppp)
70,0.78125 (~3/4),0.8270833333333333 (~7/8),49 (ppp)
86,0.4979166666666667 (~1/2),2.0 (~9/8),96 (f)
75,0.4979166666666667 (~1/2),1.0 (1),96 (f)
67,0.4979166666666667 (~1/2),1.0 (1),96 (f)
81,0.4979166666666667 (~1/2),2.0 (~9/8),96 (f)
92,1.9979166666666663 (~9/8),2.0 (~9/8),115 (fff)
76,0.4979166666666667 (~1/2),1.0 (1),96 (f)
92,0.4979166666666667 (~1/2),2.0 (~9/8),112 (fff)
81,0.4979166666666667 (~1/2),1.0 (1),112 (fff)
73,0.4979166666666667 (~1/2),1.0 (1),112 (fff)
87,0.4979166666666667 (~1/2),2.0 (~9/8),112 (fff)
86,0.9979166666666668 (~1),1.0 (1),49 (ppp)
70,0.9479166666666666 (~1),1.0 (1),49 (ppp)
86,0.4979166666666667 (~1/2),1.0 (1),49 (ppp)
75,0.4979166666666667 (~1/2),1.0 (1),44 (ppp)
67,0.4979166666666667 (~1/2),1.0 (1),39 (pppp)
81,0.4979166666666667 (~1/2),2.0 (~9/8),33 (pppp)
56,0.9979166666666668 (~1),1.0 (1),96 (f)
51,0.9479166666666666 (~1),1.0 (1),96 (f)
79,0.9979166666666668 (~1),1.0 (1),96 (f)
65,0.9979166666666668 (~1),1.0 (1),73 (mp)
56,0.9479166666666666 (~1),1.0 (1),49 (ppp)
78,0.9979166666666668 (~1),1.0 (1),49 (ppp)
71,0.9479166666666666 (~1),1.0 (1),49 (ppp)
82,0.9979166666666668 (~1),1.0 (1),49 (ppp)
73,0.9479166666666666 (~1),2.0 (~9/8),33 (pppp)
81,0.9958333333333333 (~1),2.0 (~9/8),49 (ppp)
56,0.9958333333333333 (~1),2.0 (~9/8),49 (ppp)
60,0.9979166666666668 (~1),1.0 (1),49 (ppp)
73,0.9479166666666666 (~1),2.0 (~9/8),41 (ppp)
88,0.9979166666666668 (~1),1.0 (1),33 (pppp)
75,0.9479166666666666 (~1),2.0 (~9/8),33 (pppp)
79,0.4979166666666667 (~1/2),2.0 (~9/8),115 (fff)
66,0.9979166666666668 (~1),2.0 (~9/8),115 (fff)
50,0.9979166666666668 (~1),2.0 (~9/8),115 (fff)
75,0.9979166666666668 (~1),1.0 (1),115 (fff)
47,0.9979166666666668 (~1),1.0 (1),49 (ppp)
72,2.847916666666667 (~9/8),2.0 (~9/8),44 (ppp)
79,0.4979166666666667 (~1/2),2.0 (~9/8),33 (pppp)
56,0.4979166666666667 (~1/2),1.0 (1),33 (pppp)
88,0.9958333333333333 (~1),2.0 (~9/8),96 (f)
65,0.9958333333333333 (~1),3.0 (~9/8),96 (f)
57,0.9979166666666668 (~1),2.0 (~9/8),115 (fff)
70,0.9979166666666668 (~1),1.0 (1),115 (fff)
78,0.9979166666666668 (~1),1.0 (1),115 (fff)
67,2.8979166666666667 (~9/8),2.0 (~9/8),96 (f)
50,0.4979166666666667 (~1/2),2.0 (~9/8),80 (mp)
75,0.4979166666666667 (~1/2),2.0 (~9/8),49 (ppp)
