event,duration,transition,velocity
pause,10.0 (~9/8),10.0 (~9/8),0
66,0.5 (1/2),0.17916666666666667 (~3/16),64 (p)
75,1.0 (1),0.25 (1/4),64 (p)
63,0.25 (1/4),0.07083333333333333 (~1/16),64 (p)
65,0.5 (1/2),0.17916666666666667 (~3/16),64 (p)
61,0.25 (1/4),0.25 (1/4),64 (p)
59,0.25 (1/4),0.07083333333333333 (~1/16),64 (p)
63,1.0 (1),0.17916666666666667 (~3/16),64 (p)
74,0.5 (1/2),0.5 (1/2),64 (p)
75,0.5 (1/2),0.32083333333333336 (~1/4),64 (p)
70,1.0 (1),0.17916666666666667 (~3/16),64 (p)
77,0.5 (1/2),0.5 (1/2),64 (p)
80,0.5 (1/2),0.32083333333333336 (~1/4),64 (p)
63,1.5 (~9/8),0.17916666666666667 (~3/16),64 (p)
78,0.5 (1/2),0.5 (1/2),64 (p)
77,0.5 (1/2),0.5 (1/2),64 (p)
75,0.5 (1/2),0.32083333333333336 (~1/4),64 (p)
65,0.5 (1/2),0.17916666666666667 (~3/16),64 (p)
73,0.5 (1/2),0.32083333333333336 (~1/4),64 (p)
66,1.0 (1),0.17916666666666667 (~3/16),64 (p)
71,0.5 (1/2),0.5 (1/2),64 (p)
70,0.25 (1/4),0.25 (1/4),64 (p)
71,0.25 (1/4),0.07083333333333333 (~1/16),64 (p)
68,2.0 (~9/8),0.17916666666666667 (~3/16),64 (p)
70,0.5 (1/2),0.5 (1/2),64 (p)
72,0.5 (1/2),0.5 (1/2),64 (p)
