event,duration,transition,velocity
70,2.372916666666667 (~9/8),0.25 (1/4),49 (ppp)
48,0.2479166666666666 (~1/4),0.25 (1/4),47 (ppp)
62,1.9479166666666667 (~9/8),2.0 (~9/8),44 (ppp)
71,0.4979166666666667 (~1/2),0.5 (1/2),64 (p)
72,0.4729166666666666 (~1/2),0.5 (1/2),64 (p)
74,0.1229166666666666 (~1/8),0.125 (1/8),64 (p)
72,0.1833333333333333 (~3/16),0.375 (~1/2),64 (p)
67,1.4979166666666666 (~9/8),0.5 (1/2),64 (p)
65,1.4979166666666666 (~9/8),1.5 (~9/8),64 (p)
66,0.4979166666666667 (~1/2),0.5 (1/2),67 (p)
69,0.33125 (~1/4),0.3333333333333333 (~1/4),70 (p)
68,0.33125 (~1/4),0.3333333333333333 (~1/4),68 (p)
57,0.33125 (~1/4),0.3333333333333333 (~1/4),66 (p)
59,0.7479166666666667 (~3/4),0.75 (3/4),64 (p)
60,0.2479166666666666 (~1/4),0.25 (1/4),64 (p)
62,1.4979166666666666 (~9/8),0.5 (1/2),64 (p)
73,0.1229166666666666 (~1/8),1.0 (1),64 (p)
52,0.4729166666666666 (~1/2),1.625 (~9/8),49 (ppp)
65,0.08125 (~3/32),0.125 (1/8),115 (fff)
69,0.08125 (~3/32),0.125 (1/8),115 (fff)
65,0.08125 (~3/32),0.125 (1/8),115 (fff)
58,0.1083333333333333 (~3/32),0.16666666666666666 (~3/16),115 (fff)
61,0.1083333333333333 (~3/32),0.16666666666666666 (~3/16),115 (fff)
59,0.1083333333333333 (~3/32),0.16666666666666666 (~3/16),115 (fff)
58,0.08125 (~3/32),0.25 (1/4),116 (fff)
66,0.08125 (~3/32),0.125 (1/8),120 (fff)
63,0.08125 (~3/32),0.125 (1/8),121 (ffff)
60,0.08125 (~3/32),0.125 (1/8),122 (ffff)
62,0.08125 (~3/32),0.125 (1/8),123 (ffff)
64,0.08125 (~3/32),0.125 (1/8),124 (ffff)
56,0.08125 (~3/32),0.125 (1/8),127 (ffff)
65,0.4729166666666666 (~1/2),0.5 (1/2),107 (ff)
66,1.0020833333333334 (~1),0.5 (1/2),127 (ffff)
76,0.2479166666666666 (~1/4),1.0 (1),112 (fff)
67,0.4729166666666666 (~1/2),0.5 (1/2),112 (fff)
58,1.4229166666666666 (~9/8),0.5 (1/2),112 (fff)
53,0.2479166666666666 (~1/4),1.0 (1),112 (fff)
59,0.4729166666666666 (~1/2),3.5 (~9/8),126 (ffff)
77,0.9979166666666668 (~1),0.5 (1/2),64 (p)
72,0.2479166666666666 (~1/4),0.25 (1/4),64 (p)
69,0.2479166666666666 (~1/4),0.25 (1/4),64 (p)
66,0.2479166666666666 (~1/4),0.25 (1/4),64 (p)
70,0.2479166666666666 (~1/4),0.25 (1/4),64 (p)
69,0.9979166666666668 (~1),0.25 (1/4),64 (p)
56,0.2479166666666666 (~1/4),0.25 (1/4),58 (pp)
58,0.2354166666666666 (~1/4),0.5 (1/2),58 (pp)
68,0.4979166666666667 (~1/2),0.5 (1/2),64 (p)
66,0.4979166666666667 (~1/2),0.5 (1/2),64 (p)
63,0.7104166666666667 (~3/4),0.75 (3/4),64 (p)
64,0.2479166666666666 (~1/4),0.25 (1/4),64 (p)
65,1.2479166666666666 (~9/8),0.5 (1/2),64 (p)
62,0.2479166666666666 (~1/4),0.25 (1/4),69 (p)
61,0.2479166666666666 (~1/4),0.25 (1/4),71 (mp)
60,0.4979166666666667 (~1/2),0.25 (1/4),74 (mp)
63,0.2479166666666666 (~1/4),0.25 (1/4),69 (p)
66,0.9979166666666668 (~1),0.5 (1/2),64 (p)
58,0.9979166666666668 (~1),0.5 (1/2),64 (p)
67,0.2479166666666666 (~1/4),0.25 (1/4),64 (p)
66,0.2479166666666666 (~1/4),0.25 (1/4),69 (p)
